host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,cancellation_policy
f,1,f,Scott,Apartment,Entire home/apt,4,1,2,2,50,200,2,29,23,t,moderate
t,2,t,Hennepin,House,Private room,3,1.5,1,1,36,,2,1125,127,f,strict_14_with_grace_period
t,2,f,Dakota,House,Private room,2,1.5,1,1,75,,1,7,16,t,flexible
f,1,t,Hennepin,House,Private room,4,2,2,2,65,,1,1125,7,t,flexible
t,1,f,Ramsey,House,Private room,2,1,1,1,69,0,2,30,74,f,strict_14_with_grace_period
f,2,t,Hennepin,House,Entire home/apt,10,2,3,4,500,,2,1125,0,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,2,1,1,1,200,,3,7,1,t,flexible
f,1,t,Hennepin,House,Private room,2,1,1,2,46,,1,1125,33,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,7,2,3,2,1000,400,5,7,0,f,strict_14_with_grace_period
f,2,f,Scott,Camper/RV,Entire home/apt,3,1,0,2,100,500,2,1125,0,f,flexible
t,1,f,Ramsey,House,Entire home/apt,10,2,4,7,335,250,7,1125,31,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,8,3,3,2,800,500,2,1125,3,f,moderate
t,1,f,Dakota,House,Private room,2,1,1,1,44,0,1,1125,67,f,flexible
f,2,t,Washington,House,Private room,2,1,1,1,150,,2,1125,2,f,strict_14_with_grace_period
f,1,t,Ramsey,House,Private room,6,1,1,1,30,0,1,30,395,f,strict_14_with_grace_period
t,2,f,Hennepin,House,Private room,2,1,1,1,50,0,2,1125,41,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,10,2,5,6,198,500,2,1125,2,t,strict_14_with_grace_period
f,2,f,Hennepin,House,Entire home/apt,12,5,4,3,1500,1000,3,5,1,t,strict_14_with_grace_period
t,2,f,Hennepin,House,Entire home/apt,4,1,2,2,99,100,2,1125,142,t,moderate
f,1,f,Hennepin,Townhouse,Entire home/apt,8,1,3,4,39,4000,3,14,0,t,moderate
f,1,f,Hennepin,House,Entire home/apt,3,1.5,2,2,1000,,3,7,0,t,flexible
t,28,f,Hennepin,House,Entire home/apt,10,2,3,5,210,300,3,365,56,t,moderate
f,1,f,Ramsey,House,Private room,1,1,1,1,35,,1,2,13,t,flexible
f,1,f,Ramsey,House,Private room,2,1,1,2,35,,1,29,2,f,flexible
t,6,t,Hennepin,Apartment,Entire home/apt,8,1,4,4,165,200,1,1124,80,t,moderate
f,1,t,Hennepin,Apartment,Entire home/apt,4,2,2,2,2000,,1,1125,0,f,flexible
t,1,t,Hennepin,Guest suite,Private room,2,1,1,1,68,0,2,14,30,f,moderate
f,1,f,Ramsey,House,Private room,3,2,2,3,150,0,1,31,91,t,moderate
f,1,t,Hennepin,House,Entire home/apt,6,1,2,2,573,0,3,1125,1,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,4,1.5,2,2,2500,,3,9,0,t,strict_14_with_grace_period
f,1,t,Hennepin,Apartment,Private room,1,1,1,1,199,,1,1125,0,t,flexible
t,1,t,Hennepin,House,Entire home/apt,10,3,5,6,400,100,3,30,26,t,strict_14_with_grace_period
t,3,t,Hennepin,House,Private room,2,2,1,1,65,,2,1125,41,f,moderate
f,1,t,Hennepin,House,Entire home/apt,10,4.5,5,5,1250,5000,6,1125,1,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Private room,2,1,1,1,50,,2,10,1,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,6,2,4,4,650,300,3,5,0,f,strict_14_with_grace_period
f,2,f,Ramsey,House,Private room,2,1,1,2,60,0,14,1125,7,t,moderate
t,2,t,Hennepin,Apartment,Entire home/apt,5,1,1,1,125,0,2,21,117,t,moderate
f,1,f,Hennepin,House,Entire home/apt,5,2,2,3,100,0,2,14,32,t,flexible
f,1,f,Hennepin,Townhouse,Private room,2,1,1,1,50,,1,1125,10,t,flexible
t,1,f,Ramsey,House,Entire home/apt,2,1,1,1,99,200,1,1125,115,f,moderate
f,1,t,Isanti,House,Entire home/apt,8,2.5,3,4,2599,0,2,10,6,t,flexible
f,1,t,Hennepin,House,Entire home/apt,8,2,4,3,1500,500,4,21,0,f,moderate
f,1,t,Ramsey,Apartment,Private room,2,1,1,1,0,100,2,5,0,f,strict_14_with_grace_period
t,1,t,Sibley,House,Private room,2,1,1,1,40,200,1,7,32,f,flexible
f,1,f,Dakota,House,Entire home/apt,7,2.5,3,3,125,,1,1125,11,t,flexible
t,1,t,Hennepin,House,Entire home/apt,2,1,1,1,77,0,1,7,104,f,moderate
f,3,f,Ramsey,Condominium,Entire home/apt,4,1,1,1,1800,,7,30,0,t,strict_14_with_grace_period
t,2,t,Ramsey,Guest suite,Entire home/apt,2,1,1,1,75,,1,60,306,f,moderate
t,1,t,Hennepin,House,Entire home/apt,5,1,3,3,89,300,2,31,115,t,moderate
f,1,t,Hennepin,Apartment,Entire home/apt,4,1,0,1,150,0,2,1125,7,t,flexible
t,4,t,Ramsey,Boat,Entire home/apt,4,2,2,0,300,300,1,1125,74,f,flexible
f,1,t,Ramsey,Apartment,Private room,2,1,1,1,30,,2,60,6,f,moderate
t,6,f,Hennepin,Apartment,Entire home/apt,7,1,2,4,107,0,1,1125,195,t,flexible
t,1,t,Hennepin,House,Entire home/apt,12,3.5,5,7,250,500,2,1125,52,t,moderate
t,5,f,Sherburne,Bed and breakfast,Hotel room,2,1,1,2,110,,1,1125,3,f,moderate
f,10,t,Ramsey,Apartment,Entire home/apt,16,2,4,9,95,200,2,1125,108,t,moderate
f,1,t,Hennepin,House,Entire home/apt,8,1.5,3,4,800,500,5,1125,5,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,5,1,2,2,195,0,3,30,9,t,moderate
f,3,f,Hennepin,House,Entire home/apt,9,2,4,5,195,200,1,1125,72,f,moderate
f,1,f,Ramsey,Apartment,Entire home/apt,12,1,2,5,150,750,1,7,1,f,strict_14_with_grace_period
t,1,f,Ramsey,Loft,Entire home/apt,5,1,2,4,100,0,1,21,52,t,flexible
t,1,t,Washington,Loft,Entire home/apt,5,2,2,2,300,0,2,1125,58,t,moderate
f,2,t,Hennepin,House,Entire home/apt,5,1,2,2,149,0,2,1125,84,t,strict_14_with_grace_period
t,1,t,St. Croix,Tiny house,Entire home/apt,8,1,1,4,100,100,1,1125,121,t,flexible
f,1,f,Hennepin,House,Private room,2,1.5,1,1,200,,1,1,0,t,flexible
f,1,t,Hennepin,House,Private room,2,3,4,5,30,,30,1125,16,f,moderate
f,3,f,Ramsey,Townhouse,Entire home/apt,4,1,1,1,1800,,7,1125,0,t,strict_14_with_grace_period
f,4,f,Hennepin,Apartment,Entire home/apt,4,1,1,2,109,300,1,1125,101,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2.5,2,2,500,1000,2,1125,1,t,moderate
f,3,f,Ramsey,Condominium,Entire home/apt,4,1,1,1,1800,,7,1125,0,t,strict_14_with_grace_period
t,5,f,Sherburne,Bed and breakfast,Hotel room,1,1,1,1,110,,1,1125,2,f,moderate
t,1,f,Hennepin,House,Entire home/apt,4,1,2,2,125,100,1,1125,74,f,moderate
f,1,t,Ramsey,Loft,Entire home/apt,6,1,3,3,110,0,1,27,35,t,flexible
t,7,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,99,500,3,1125,17,f,flexible
f,3,f,Hennepin,House,Private room,2,2,1,1,45,,1,1125,3,f,flexible
f,0,f,Washington,Townhouse,Entire home/apt,4,1.5,3,3,70,800,30,1125,0,t,strict_14_with_grace_period
t,4,t,Washington,Loft,Entire home/apt,3,1,1,3,230,100,1,1125,193,t,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,8,1.5,2,2,115,100,2,1125,0,t,flexible
t,1,t,Anoka,Townhouse,Private room,2,1,1,1,25,,2,5,50,f,moderate
t,2,f,Hennepin,Guesthouse,Entire home/apt,8,2,4,4,200,200,2,60,33,t,moderate
f,1,t,Hennepin,House,Entire home/apt,5,1,2,2,1300,0,3,5,0,t,strict_14_with_grace_period
f,3,f,Hennepin,House,Private room,2,1.5,1,1,65,,1,1125,0,t,flexible
f,1,t,Hennepin,House,Entire home/apt,8,2,3,3,185,500,2,1125,30,f,moderate
t,1,f,Ramsey,Cottage,Entire home/apt,8,2,3,3,150,250,2,365,109,f,moderate
t,1,f,Hennepin,House,Entire home/apt,4,1,1,2,90,500,2,365,76,t,flexible
t,4,t,Ramsey,House,Private room,2,1,1,1,80,,1,31,10,f,moderate
t,1,f,Hennepin,Apartment,Entire home/apt,4,1,1,2,79,0,1,1125,179,t,flexible
t,6,t,Hennepin,House,Shared room,1,2,1,1,23,100,1,21,39,t,strict_14_with_grace_period
t,6,t,Hennepin,House,Shared room,1,2,1,2,23,100,1,21,48,t,strict_14_with_grace_period
f,2,f,Mille Lacs,Cabin,Entire home/apt,4,1,3,4,175,,2,1125,59,f,moderate
f,1,t,Anoka,House,Private room,2,1,1,1,30,0,2,7,16,t,moderate
f,1,t,Scott,Townhouse,Entire home/apt,6,1.5,2,3,400,200,4,10,0,t,strict_14_with_grace_period
f,10,t,Ramsey,Apartment,Entire home/apt,6,1,2,3,68,100,2,1125,82,t,moderate
t,9,t,Hennepin,House,Private room,2,1.5,1,1,45,100,2,1125,26,f,strict_14_with_grace_period
t,3,f,Ramsey,House,Entire home/apt,6,1,3,4,149,0,1,30,138,f,moderate
t,7,t,Hennepin,Apartment,Entire home/apt,2,1,1,1,120,500,3,1125,14,f,flexible
f,3,f,Hennepin,House,Private room,2,1,1,2,135,0,3,14,0,f,strict_14_with_grace_period
t,1,f,Hennepin,Guest suite,Entire home/apt,3,1,1,1,68,,1,1,150,t,moderate
t,1,f,Hennepin,House,Entire home/apt,6,1.5,3,3,113,500,2,1125,32,f,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,6,3,3,3,3500,2000,3,10,0,t,moderate
t,3,f,Hennepin,House,Entire home/apt,14,2,4,6,175,200,1,1125,75,f,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,2,1,0,1,89,0,1,90,232,t,moderate
f,2,f,Mille Lacs,Cabin,Entire home/apt,4,1,3,3,170,,1,1125,27,f,moderate
f,1,f,Hennepin,House,Entire home/apt,12,2.5,6,7,1200,0,4,14,1,t,flexible
f,1,f,Hennepin,House,Entire home/apt,12,3.5,5,6,4000,,2,1125,0,t,flexible
f,1,t,Hennepin,Condominium,Entire home/apt,5,2,3,2,3500,3000,180,500,0,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,6,1,0,1,250,,7,14,0,t,flexible
f,2,f,Mille Lacs,Cabin,Entire home/apt,8,1,2,4,100,0,2,1125,27,t,strict_14_with_grace_period
t,1,f,Hennepin,House,Entire home/apt,7,1,2,5,137,1500,2,300,130,t,moderate
f,1,t,Hennepin,House,Entire home/apt,6,1,3,3,120,250,30,900,12,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,8,3,4,8,1000,0,2,13,3,t,flexible
f,3,f,Hennepin,House,Entire home/apt,16,3,4,8,225,250,4,365,8,f,moderate
t,1,f,Hennepin,House,Entire home/apt,8,2,4,6,249,350,2,1125,27,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,2,1.5,1,1,70,1000,2,4,6,f,moderate
f,2,t,Dakota,House,Entire home/apt,6,2,2,2,75,0,2,8,14,f,moderate
t,2,f,Isanti,Apartment,Entire home/apt,2,1,1,1,90,,1,7,38,t,flexible
t,2,f,Isanti,Apartment,Entire home/apt,2,1,2,2,90,,1,7,54,t,flexible
t,1,t,Anoka,House,Private room,2,1.5,1,1,45,,1,1125,71,t,flexible
f,1,f,Ramsey,House,Private room,2,1.5,1,1,400,,2,6,0,t,flexible
t,6,f,Hennepin,Apartment,Private room,2,1,1,1,44,100,3,120,84,t,strict_14_with_grace_period
t,4,t,St. Croix,House,Private room,2,2,1,1,55,,1,1125,77,f,flexible
t,0,f,Wright,Guest suite,Entire home/apt,8,1,2,4,175,300,2,1125,8,f,strict_14_with_grace_period
f,1,f,Hennepin,Cottage,Entire home/apt,14,2.5,3,9,250,300,2,1125,30,t,moderate
f,1,f,Hennepin,House,Entire home/apt,10,2,4,4,3000,1000,2,7,0,t,flexible
f,1,t,Hennepin,House,Entire home/apt,8,1,4,4,975,500,3,1125,0,f,flexible
f,1,t,Hennepin,House,Entire home/apt,8,3.5,3,5,600,250,2,14,0,f,strict_14_with_grace_period
f,3,f,Mille Lacs,House,Entire home/apt,16,3.5,6,15,185,1000,2,1125,13,t,strict_14_with_grace_period
f,3,f,Isanti,House,Entire home/apt,16,3,5,11,385,1000,2,1125,4,t,strict_14_with_grace_period
t,6,f,Hennepin,Apartment,Private room,2,1,1,1,44,100,1,120,73,t,strict_14_with_grace_period
t,2,t,Hennepin,House,Private room,2,1,1,1,77,100,2,1125,13,f,moderate
f,2,f,Hennepin,Apartment,Entire home/apt,4,1,1,2,87,400,1,1125,122,t,moderate
f,1,f,Ramsey,House,Private room,6,1.5,3,3,1500,500,3,10,0,t,moderate
f,11,t,Hennepin,House,Entire home/apt,4,1,2,2,125,500,2,1125,42,t,moderate
t,2,t,Anoka,Guest suite,Entire home/apt,4,1,1,1,75,250,2,14,63,f,moderate
f,1,t,Hennepin,House,Entire home/apt,7,1,3,3,350,0,4,10,3,f,strict_14_with_grace_period
t,1,f,Hennepin,Apartment,Entire home/apt,4,1,1,2,99,250,2,1125,42,t,moderate
f,1,f,Hennepin,House,Entire home/apt,6,2,2,2,1000,0,4,6,0,t,moderate
f,1,t,Ramsey,House,Entire home/apt,7,3,4,4,1300,,3,6,0,t,strict_14_with_grace_period
t,26,f,Ramsey,Apartment,Entire home/apt,2,1,1,1,89,0,1,90,253,t,moderate
f,2,f,Hennepin,House,Entire home/apt,11,3,4,8,2999,,4,21,2,f,moderate
f,1,f,Ramsey,House,Entire home/apt,6,4,2,2,500,500,2,9,0,f,flexible
t,2,t,Dakota,House,Private room,2,1,1,1,45,0,2,1125,64,f,moderate
f,1,f,Ramsey,Apartment,Private room,2,1.5,1,1,35,0,1,90,0,f,flexible
f,5,f,Hennepin,Apartment,Private room,3,1,2,2,54,400,2,1125,48,t,moderate
t,28,f,Hennepin,House,Entire home/apt,6,2.5,3,4,269,250,2,30,32,f,moderate
f,1,f,Ramsey,House,Entire home/apt,6,2,3,4,1000,,3,8,0,f,flexible
t,1,t,Hennepin,House,Private room,2,1.5,1,1,44,100,2,4,62,f,strict_14_with_grace_period
t,1,t,Hennepin,Guest suite,Private room,2,1,1,1,55,250,1,90,197,t,moderate
t,1,f,Dakota,House,Entire home/apt,6,1,1,1,90,200,2,30,17,t,moderate
t,1,t,Hennepin,Cottage,Entire home/apt,6,1,2,4,200,100,2,10,74,f,strict_14_with_grace_period
f,1,f,Anoka,House,Entire home/apt,8,1,3,4,300,,3,10,0,t,strict_14_with_grace_period
t,1,f,St. Croix,Farm stay,Private room,6,1.5,1,1,139,0,1,30,76,t,moderate
t,2,t,Hennepin,House,Private room,2,1,1,1,50,0,2,10,93,t,moderate
f,1,t,Hennepin,House,Entire home/apt,8,2,3,4,560,,2,1125,0,f,flexible
t,1,t,Hennepin,Guest suite,Private room,2,1,0,1,54,,2,23,76,t,flexible
t,2,f,Carver,House,Private room,2,1,1,1,29,0,1,10,25,f,moderate
f,1,f,Hennepin,Townhouse,Entire home/apt,6,1.5,2,2,800,,5,12,0,t,flexible
t,6,f,Hennepin,Apartment,Private room,1,1,1,1,39,100,1,120,64,t,strict_14_with_grace_period
t,2,f,Carver,House,Private room,2,1,1,1,33,0,1,90,24,f,strict_14_with_grace_period
t,1,f,Hennepin,House,Entire home/apt,4,1,1,2,126,1000,2,14,88,f,moderate
f,1,f,Hennepin,Condominium,Entire home/apt,6,1,2,2,600,500,44,45,23,f,strict_14_with_grace_period
t,1,f,Hennepin,House,Entire home/apt,6,1,2,3,56,250,2,14,117,f,moderate
t,2,f,Ramsey,House,Private room,1,1,1,1,50,,2,1125,80,t,flexible
f,1,f,Hennepin,House,Entire home/apt,16,5,7,9,5500,2000,5,15,0,t,flexible
t,2,f,St. Croix,Cottage,Entire home/apt,4,1,1,1,110,300,2,30,92,t,moderate
f,1,t,Ramsey,House,Private room,2,1,2,2,40,0,1,3,2,f,moderate
f,1,t,Hennepin,Dome house,Entire home/apt,12,4.5,6,12,899,1000,3,21,5,t,flexible
f,1,f,St. Croix,Cottage,Entire home/apt,6,2,2,3,999,1000,2,1125,5,f,strict_14_with_grace_period
t,1,f,Washington,Chalet,Entire home/apt,2,1.5,1,1,185,500,2,10,55,f,moderate
f,1,f,Hennepin,House,Entire home/apt,9,2,4,4,295,500,3,10,10,f,strict_14_with_grace_period
t,2,f,Ramsey,House,Entire home/apt,4,1,1,2,70,0,2,1125,127,t,flexible
t,0,f,Hennepin,Apartment,Entire home/apt,4,1,1,1,62,0,1,1125,184,t,moderate
f,1,t,Hennepin,House,Private room,4,1,1,1,60,0,2,7,13,t,flexible
t,2,t,Dakota,Cabin,Entire home/apt,15,2.5,4,9,245,500,2,1125,15,f,strict_14_with_grace_period
t,1,f,Hennepin,Apartment,Entire home/apt,7,2,3,4,86,250,2,31,84,f,moderate
f,1,f,Ramsey,House,Entire home/apt,16,3,6,9,15000,,5,11,0,t,strict_14_with_grace_period
t,4,t,Hennepin,House,Private room,6,2,3,6,550,500,1,1125,7,f,moderate
t,4,t,St. Croix,House,Private room,3,2,1,2,55,,1,1125,30,f,flexible
f,1,f,Hennepin,House,Entire home/apt,10,3.5,3,4,1950,,3,6,0,t,strict_14_with_grace_period
t,4,t,St. Croix,House,Private room,2,2,1,1,55,,1,1125,23,f,flexible
f,1,f,Dakota,House,Entire home/apt,9,2,3,5,1400,300,7,7,0,t,strict_14_with_grace_period
f,1,f,Scott,House,Entire home/apt,6,2.5,3,3,1000,,3,10,0,t,flexible
t,26,f,Ramsey,Apartment,Entire home/apt,2,1,0,1,89,0,1,90,269,t,moderate
f,1,f,Hennepin,House,Entire home/apt,8,1,3,3,2000,1000,3,7,0,t,strict_14_with_grace_period
t,1,f,Hennepin,Guesthouse,Entire home/apt,4,1,1,1,175,0,3,14,82,t,moderate
f,1,f,Hennepin,House,Entire home/apt,6,2,2,2,2000,,3,10,0,f,flexible
t,26,f,Ramsey,Apartment,Entire home/apt,3,1,1,2,89,0,1,90,289,t,moderate
f,1,t,Hennepin,House,Private room,2,1,1,1,75,,1,14,32,t,moderate
f,1,t,Hennepin,House,Entire home/apt,8,4.5,4,4,475,300,3,1125,2,t,strict_14_with_grace_period
f,3,t,Hennepin,House,Private room,1,1,1,1,32,,1,1125,61,f,moderate
t,1,f,Hennepin,Guest suite,Entire home/apt,5,1,2,4,50,500,1,14,110,t,moderate
t,1,f,Hennepin,House,Private room,2,1,1,1,39,0,1,5,20,t,strict_14_with_grace_period
f,1,f,Hennepin,Townhouse,Entire home/apt,6,1.5,2,2,500,1000,3,7,0,t,moderate
f,1,f,Anoka,House,Private room,10,2,3,4,500,2000,3,60,0,t,strict_14_with_grace_period
f,2,t,Hennepin,Apartment,Private room,2,1,1,1,42,0,2,12,5,f,flexible
f,1,f,Hennepin,House,Entire home/apt,16,2.5,4,8,250,500,2,1125,59,t,strict_14_with_grace_period
f,6,f,Hennepin,Apartment,Entire home/apt,4,1,1,2,90,,1,1125,81,t,strict_14_with_grace_period
f,1,t,Hennepin,House,Entire home/apt,10,2,3,5,750,2500,5,14,0,t,strict_14_with_grace_period
f,10,t,Ramsey,Townhouse,Entire home/apt,16,2,4,10,105,200,2,1125,82,t,moderate
t,1,f,Ramsey,House,Entire home/apt,9,2,4,7,200,250,2,5,20,f,moderate
t,1,f,Hennepin,Apartment,Entire home/apt,6,1,2,4,85,0,2,15,31,f,flexible
f,1,t,Dakota,House,Private room,1,1,1,1,37,0,2,30,16,t,moderate
f,2,t,Hennepin,Townhouse,Private room,1,1,1,1,45,0,2,90,27,t,strict_14_with_grace_period
t,22,t,Hennepin,Loft,Entire home/apt,4,1,1,1,95,0,2,14,140,f,moderate
t,26,f,Ramsey,Apartment,Entire home/apt,2,1,1,1,99,0,1,90,257,t,moderate
f,1,f,Hennepin,House,Entire home/apt,6,1,3,4,115,750,3,8,4,t,moderate
f,1,f,Hennepin,House,Entire home/apt,8,3.5,4,5,5000,300,3,1125,7,f,strict_14_with_grace_period
f,4,f,Mille Lacs,House,Entire home/apt,10,1,2,7,175,1000,2,7,5,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,12,4,4,4,900,1200,2,1125,8,t,moderate
t,2,f,St. Croix,House,Entire home/apt,9,3,4,5,385,500,2,1125,18,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Private room,6,1,1,2,85,200,1,1125,0,t,flexible
t,52,t,Hennepin,House,Entire home/apt,10,3,4,4,419,300,2,1125,10,t,moderate
f,2,t,Dakota,House,Private room,4,1,2,2,150,0,2,5,1,f,strict_14_with_grace_period
f,1,f,Pierce,House,Entire home/apt,8,2.5,4,4,250,750,3,1125,0,t,flexible
f,4,f,Hennepin,Serviced apartment,Hotel room,4,1,2,2,130,200,1,1125,43,t,moderate
f,1,f,Washington,House,Entire home/apt,16,3,4,4,600,0,1,1125,0,t,flexible
f,1,f,Ramsey,House,Entire home/apt,9,2.5,4,6,895,300,2,1125,0,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,4,1,1,3,250,0,3,10,3,f,moderate
f,1,t,Hennepin,House,Private room,2,1,1,1,38,0,1,1125,14,t,moderate
f,1,f,Hennepin,House,Entire home/apt,6,1.5,3,4,1500,250,4,1125,25,f,strict_14_with_grace_period
t,1,f,Ramsey,House,Private room,2,1,1,1,200,,2,60,39,f,flexible
f,1,f,Hennepin,Condominium,Entire home/apt,6,1,2,3,125,100,1,7,2,f,moderate
t,13,t,Hennepin,Apartment,Entire home/apt,5,1,2,3,131,250,2,1125,65,f,strict_14_with_grace_period
t,3,t,Hennepin,House,Entire home/apt,6,2.5,3,3,1000,0,2,1125,2,t,moderate
t,2,f,Hennepin,House,Entire home/apt,6,1,2,2,120,500,2,1125,46,t,strict_14_with_grace_period
f,1,t,Ramsey,House,Entire home/apt,6,2,2,2,270,0,2,7,2,f,moderate
f,1,f,Hennepin,Condominium,Entire home/apt,4,1,2,2,899,250,3,1125,22,f,moderate
f,7,t,Ramsey,House,Private room,2,1.5,1,1,35,0,2,31,33,t,moderate
f,1,t,Hennepin,Apartment,Private room,2,1,1,1,975,,1,7,0,f,flexible
f,3,f,Hennepin,House,Entire home/apt,2,1,1,1,199,0,5,197,1,f,flexible
f,1,t,Ramsey,House,Entire home/apt,5,1.5,2,2,800,,3,1125,9,t,moderate
f,2,t,Hennepin,House,Entire home/apt,10,2,6,7,3600,500,4,1125,0,f,strict_14_with_grace_period
t,1,t,Hennepin,Apartment,Entire home/apt,3,1,0,2,76,200,2,6,29,f,moderate
f,1,f,Ramsey,House,Entire home/apt,6,3,4,4,2000,500,2,8,0,t,flexible
t,2,f,Hennepin,House,Private room,2,1,1,1,25,100,2,14,53,t,moderate
f,1,f,Hennepin,House,Private room,2,1,1,1,50,,2,1125,3,f,flexible
f,1,t,Hennepin,House,Private room,2,1,1,1,50,0,1,4,8,f,flexible
t,1,f,Ramsey,House,Entire home/apt,12,2,5,8,350,1000,3,1125,57,t,moderate
f,1,f,Hennepin,Bungalow,Entire home/apt,4,1,2,2,120,2000,3,1125,6,t,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,4,1,2,5,2500,,3,1125,0,t,flexible
f,2,f,Ramsey,House,Private room,2,1,1,1,37,,7,1125,64,t,strict_14_with_grace_period
f,2,f,Ramsey,House,Private room,2,1,1,1,40,,1,1125,59,t,strict_14_with_grace_period
f,2,f,Anoka,Condominium,Entire home/apt,2,1,2,2,51,,44,1125,4,f,flexible
f,1,f,Anoka,House,Private room,3,1,1,1,1200,,1,4,0,t,flexible
f,7,t,Ramsey,House,Private room,1,1.5,1,1,39,0,1,35,46,t,moderate
t,9,t,Hennepin,House,Private room,1,1.5,1,1,45,100,2,1125,30,f,flexible
f,2,t,Wright,House,Private room,2,1,1,1,42,100,1,30,33,f,flexible
f,3,f,Hennepin,House,Entire home/apt,14,2,3,5,220,200,4,385,6,f,moderate
t,1,f,Hennepin,Condominium,Entire home/apt,4,1,1,2,100,0,2,1125,18,f,strict_14_with_grace_period
t,4,f,Hennepin,House,Private room,3,1,1,2,48,0,1,90,66,t,moderate
t,4,f,Hennepin,House,Private room,2,1,1,1,50,,1,90,68,t,moderate
f,1,f,Ramsey,Townhouse,Private room,2,1.5,1,1,40,,1,6,20,f,flexible
f,1,t,Hennepin,Bungalow,Entire home/apt,8,1,2,2,800,,1,7,0,t,flexible
f,1,t,Ramsey,House,Private room,2,1,1,1,35,0,2,1125,7,f,flexible
t,4,f,Pierce,Guest suite,Private room,3,1,1,1,94,0,2,1125,12,f,moderate
f,1,f,Anoka,Condominium,Private room,4,1.5,2,2,500,,2,7,0,t,flexible
t,2,t,Hennepin,Apartment,Private room,2,1,1,1,65,,2,32,20,t,flexible
t,1,f,Hennepin,Guest suite,Entire home/apt,4,1,1,2,67,250,2,28,52,f,moderate
t,2,t,Anoka,House,Entire home/apt,9,1,4,9,175,500,3,14,0,t,flexible
t,1,f,Hennepin,Apartment,Entire home/apt,4,1,2,4,160,300,2,90,50,f,moderate
f,1,t,Hennepin,Apartment,Private room,3,1,2,3,1400,,1,7,22,f,flexible
f,1,f,Hennepin,Loft,Entire home/apt,2,1,1,2,175,100,2,21,4,f,strict_14_with_grace_period
f,1,f,Hennepin,House,Entire home/apt,7,2.5,3,3,2000,,2,10,0,t,flexible
f,1,f,Hennepin,House,Private room,4,1,2,2,500,,1,5,0,t,flexible
f,1,f,Hennepin,House,Entire home/apt,6,2,3,3,250,,3,7,2,f,moderate
f,1,t,Hennepin,Guest suite,Entire home/apt,4,1,1,1,35,,2,1125,28,f,moderate
f,1,f,Chisago,House,Entire home/apt,15,2,5,12,350,750,2,30,16,t,moderate
t,1,f,Anoka,House,Entire home/apt,8,2,3,3,145,200,2,21,18,f,strict_14_with_grace_period
f,1,f,Hennepin,Apartment,Entire home/apt,6,2,2,2,75,,1,1125,1,f,flexible
f,1,f,Hennepin,House,Private room,2,1,1,1,150,0,1,14,0,f,strict_14_with_grace_period
f,1,f,Ramsey,Apartment,Private room,2,1,1,1,800,,1,1125,1,t,flexible
f,1,f,Hennepin,House,Entire home/apt,16,4.5,5,5,750,5000,2,7,15,f,strict_14_with_grace_period
f,1,f,Ramsey,House,Private room,4,1,1,2,60,0,1,7,9,f,moderate
f,1,t,Hennepin,House,Entire home/apt,10,2,5,6,104,150,2,1125,7,t,moderate
f,1,f,Hennepin,House,Entire home/apt,8,3.5,4,4,500,1000,3,7,0,t,flexible
f,6,t,Hennepin,House,Entire home/apt,16,1.5,4,6,115,200,2,1125,107,t,moderate
f,2,f,Hennepin,House,Entire home/apt,5,2,3,2,150,,1,5,5,f,moderate
f,2,f,Anoka,House,Entire home/apt,10,3.5,5,4,3000,2000,4,1125,0,t,strict_14_with_grace_period
f,2,f,Hennepin,House,Private room,2,1,1,1,55,,1,30,5,f,moderate
f,1,f,Hennepin,House,Entire home/apt,8,3,4,4,2190,1500,3,14,0,f,moderate
f,2,f,Ramsey,House,Private room,2,1,1,1,40,,14,1125,12,f,moderate
f,1,f,Hennepin,House,Entire home/apt,10,5,4,4,1000,4000,3,10,0,f,moderate
t,5,t,Washington,Apartment,Entire home/apt,4,1,2,2,99,,2,31,0,t,moderate
